timestamp,amount,region,channel
2024-01-02T22:12:00,77.21,East,Online
2024-01-02T22:14:00,59.87,West,Retail
2024-01-02T22:16:00,236.35,South,Online
2024-01-02T22:21:00,66.85,East,Online
2024-01-02T22:25:00,378.74,North,Retail
2024-01-02T22:32:00,68.57,West,Wholesale
2024-01-02T23:22:00,77.26,South,Online
2024-01-03T00:07:00,71.81,North,Wholesale
2024-01-03T00:25:00,139.79,South,Retail
2024-01-03T00:52:00,100.45,South,Retail
2024-01-03T00:52:00,67.92,South,Online
2024-01-03T01:09:00,256.06,West,Retail
2024-01-03T01:14:00,84.5,East,Retail
2024-01-03T01:17:00,109.68,South,Wholesale
2024-01-03T01:40:00,83.58,East,Wholesale
2024-01-03T01:51:00,112.15,North,Retail
2024-01-03T01:53:00,125.9,South,Wholesale
2024-01-03T02:26:00,144.96,North,Retail
2024-01-03T03:09:00,121.38,East,Online
2024-01-03T03:25:00,77.58,West,Retail
2024-01-03T04:05:00,146.41,West,Retail
2024-01-03T04:20:00,217.77,South,Retail
2024-01-03T04:35:00,406.32,East,Wholesale
2024-01-03T04:37:00,140.74,East,Online
2024-01-03T04:40:00,173.18,West,Wholesale
2024-01-03T05:17:00,147.94,East,Online
2024-01-03T05:57:00,408.26,West,Online
2024-01-03T06:37:00,95.03,West,Retail
2024-01-03T06:56:00,60.53,North,Wholesale
2024-01-03T07:03:00,282.64,West,Online
2024-01-03T07:31:00,63.29,South,Wholesale
2024-01-03T07:36:00,282.46,West,Wholesale
2024-01-03T07:37:00,84.14,West,Online
2024-01-03T07:39:00,99.56,North,Wholesale
2024-01-03T07:40:00,167.55,East,Online
2024-01-03T08:11:00,97.2,South,Retail
2024-01-03T09:16:00,450.19,West,Online
2024-01-03T09:21:00,64.11,North,Retail
2024-01-03T10:35:00,142.91,North,Wholesale
2024-01-03T10:47:00,84.07,North,Online
2024-01-03T11:00:00,60.44,South,Online
2024-01-03T11:04:00,90.89,South,Retail
2024-01-03T11:24:00,142.84,North,Online
2024-01-03T12:04:00,204.34,East,Online
2024-01-03T12:12:00,265.77,West,Retail
2024-01-03T12:17:00,128.58,South,Retail
2024-01-03T13:25:00,55.09,North,Wholesale
2024-01-03T13:58:00,178.45,West,Wholesale
2024-01-03T14:20:00,314.72,West,Retail
2024-01-03T14:22:00,128.47,South,Wholesale
2024-01-03T14:24:00,71.53,East,Online
2024-01-03T14:35:00,141.16,East,Retail
2024-01-03T14:46:00,78.47,East,Retail
2024-01-03T14:56:00,124.11,South,Wholesale
2024-01-03T14:59:00,126.63,South,Wholesale
2024-01-03T15:10:00,65.07,East,Wholesale
2024-01-03T15:28:00,59.08,North,Retail
2024-01-03T15:54:00,128.96,South,Online
2024-01-03T16:04:00,317.39,North,Retail
2024-01-03T16:08:00,222.45,North,Online
2024-01-03T16:24:00,76.81,West,Online
2024-01-03T16:29:00,163.67,West,Retail
2024-01-03T16:47:00,106.66,East,Wholesale
2024-01-03T17:31:00,99.22,East,Online
2024-01-03T17:46:00,172.37,North,Online
2024-01-03T18:18:00,94.17,North,Online
2024-01-03T18:19:00,127.98,North,Online
2024-01-03T19:27:00,224.26,East,Wholesale
2024-01-03T20:01:00,153.36,North,Retail
2024-01-03T20:13:00,80.54,North,Retail
2024-01-03T20:36:00,99.41,South,Retail
2024-01-03T21:58:00,236.86,East,Online
2024-01-03T22:13:00,191.38,West,Retail
2024-01-03T22:15:00,66.24,East,Wholesale
2024-01-03T22:47:00,72.06,West,Retail
2024-01-03T22:56:00,357.41,East,Retail
2024-01-03T23:54:00,56.41,North,Wholesale
2024-01-03T23:58:00,145.94,North,Retail
2024-01-04T00:48:00,86.64,North,Wholesale
2024-01-04T00:53:00,146.44,East,Wholesale
2024-01-04T01:02:00,85.27,East,Wholesale
2024-01-04T01:19:00,172.63,North,Wholesale
2024-01-04T02:23:00,126.44,East,Wholesale
2024-01-04T02:31:00,149.55,West,Retail
2024-01-04T03:11:00,53.79,North,Retail
2024-01-04T03:24:00,104.82,North,Retail
2024-01-04T04:04:00,157.97,East,Wholesale
2024-01-04T04:19:00,303.54,East,Retail
2024-01-04T04:22:00,93.36,South,Retail
2024-01-04T04:36:00,99.81,South,Retail
2024-01-04T04:58:00,63.9,South,Online
2024-01-04T05:05:00,190.19,East,Wholesale
2024-01-04T05:05:00,117.59,West,Wholesale
2024-01-04T05:32:00,125.85,East,Wholesale
2024-01-04T05:50:00,95.24,East,Online
2024-01-04T05:56:00,82.5,North,Online
2024-01-04T06:17:00,315.69,East,Retail
2024-01-04T06:32:00,55.32,East,Online
2024-01-04T07:07:00,293.92,East,Retail
2024-01-04T07:21:00,68.31,West,Online
2024-01-04T07:41:00,150.49,North,Wholesale
2024-01-04T07:48:00,91.45,East,Online
2024-01-04T07:53:00,140.98,North,Wholesale
2024-01-04T08:33:00,59.73,West,Wholesale
2024-01-04T08:36:00,235.59,South,Retail
2024-01-04T08:48:00,259.42,West,Retail
2024-01-04T09:51:00,154.12,East,Wholesale
2024-01-04T10:11:00,321.03,West,Online
2024-01-04T10:58:00,68.44,West,Wholesale
2024-01-04T11:49:00,190.32,South,Online
2024-01-04T12:30:00,66.82,East,Online
2024-01-04T13:22:00,122.13,West,Online
2024-01-04T13:30:00,53.87,East,Retail
2024-01-04T13:33:00,55.2,West,Online
2024-01-04T13:42:00,68.47,West,Online
2024-01-04T13:42:00,145.16,West,Retail
2024-01-04T14:04:00,84.03,West,Wholesale
2024-01-04T16:08:00,119.47,East,Wholesale
2024-01-04T16:13:00,157.89,North,Retail
2024-01-04T16:32:00,132.19,East,Wholesale
2024-01-04T16:44:00,242.69,North,Retail
2024-01-04T17:01:00,106.27,South,Online
2024-01-04T17:06:00,136.75,North,Online
2024-01-04T17:20:00,442.13,North,Wholesale
2024-01-04T17:24:00,188.47,North,Wholesale
2024-01-04T18:17:00,183.96,North,Retail
2024-01-04T18:32:00,186.47,West,Wholesale
2024-01-04T18:35:00,286.85,North,Retail
2024-01-04T18:50:00,82.96,West,Retail
2024-01-04T19:24:00,321.66,South,Wholesale
2024-01-04T19:29:00,215.67,East,Wholesale
2024-01-04T19:56:00,95.1,North,Retail
2024-01-04T20:25:00,243.29,South,Retail
2024-01-04T20:39:00,134.69,West,Wholesale
2024-01-04T20:43:00,203.94,East,Retail
2024-01-04T20:46:00,95.37,North,Online
2024-01-04T21:10:00,65.12,East,Online
2024-01-04T21:50:00,338.49,North,Retail
2024-01-04T22:32:00,183.96,South,Retail
2024-01-04T22:34:00,331.02,South,Wholesale
2024-01-04T22:38:00,85.65,East,Retail
2024-01-04T22:50:00,97.63,East,Wholesale
2024-01-04T23:14:00,122.45,North,Online
2024-01-04T23:16:00,122.67,South,Retail
2024-01-04T23:24:00,56.12,East,Retail
2024-01-05T01:08:00,70.46,South,Retail
2024-01-05T01:11:00,68.55,East,Online
2024-01-05T01:23:00,58.09,West,Wholesale
2024-01-05T01:59:00,80.94,South,Wholesale
2024-01-05T02:41:00,57.53,South,Retail
2024-01-05T02:44:00,277.85,South,Retail
2024-01-05T02:49:00,94.03,North,Wholesale
2024-01-05T02:55:00,147.75,West,Retail
2024-01-05T02:55:00,64.35,South,Online
2024-01-05T03:11:00,241.43,East,Retail
2024-01-05T03:46:00,161.47,West,Wholesale
2024-01-05T04:33:00,114.56,East,Online
2024-01-05T04:42:00,521.63,West,Retail
2024-01-05T04:47:00,67.22,South,Retail
2024-01-05T05:07:00,134.81,North,Retail
2024-01-05T05:26:00,163.02,West,Retail
2024-01-05T06:14:00,146.4,West,Online
2024-01-05T06:16:00,109.67,South,Wholesale
2024-01-05T06:19:00,88.88,North,Online
2024-01-05T06:51:00,116.55,West,Wholesale
2024-01-05T07:34:00,115.6,South,Retail
2024-01-05T08:02:00,285.36,North,Retail
2024-01-05T08:14:00,149.55,West,Online
2024-01-05T08:39:00,136.18,North,Online
2024-01-05T10:16:00,161.97,South,Wholesale
2024-01-05T10:33:00,61.8,North,Retail
2024-01-05T10:39:00,204.52,East,Online
2024-01-05T10:39:00,90.03,South,Online
2024-01-05T10:39:00,117.11,South,Wholesale
2024-01-05T10:45:00,143.28,West,Retail
2024-01-05T11:59:00,306.22,North,Retail
2024-01-05T12:12:00,65.85,South,Wholesale
2024-01-05T12:33:00,59.63,East,Online
2024-01-05T12:41:00,119.65,West,Retail
2024-01-05T12:44:00,142.21,North,Retail
2024-01-05T13:23:00,166.8,East,Retail
2024-01-05T13:51:00,68.16,North,Retail
2024-01-05T14:08:00,114.65,East,Online
2024-01-05T14:11:00,209.02,South,Wholesale
2024-01-05T14:22:00,359.68,North,Online
2024-01-05T14:31:00,902.05,South,Wholesale
2024-01-05T14:58:00,389.1,South,Online
2024-01-05T15:12:00,605.45,West,Online
2024-01-05T15:39:00,77.19,West,Online
2024-01-05T16:16:00,125.42,South,Online
2024-01-05T16:23:00,86.73,East,Wholesale
2024-01-05T16:36:00,261.1,North,Retail
2024-01-05T16:58:00,220.78,South,Wholesale
2024-01-05T17:20:00,94.33,South,Online
2024-01-05T17:36:00,334.85,North,Online
2024-01-05T17:39:00,160.71,North,Retail
2024-01-05T17:58:00,131.43,East,Online
2024-01-05T19:38:00,142.49,East,Retail
2024-01-05T20:06:00,354.46,North,Wholesale
2024-01-05T20:06:00,266.89,South,Online
2024-01-05T20:16:00,193.03,East,Online
2024-01-05T20:21:00,61.47,South,Wholesale
2024-01-05T20:27:00,120.55,South,Retail
2024-01-05T20:35:00,65.63,East,Retail
2024-01-05T20:43:00,115.92,North,Wholesale
2024-01-05T21:24:00,141.95,North,Retail
2024-01-05T21:52:00,72.25,East,Online
2024-01-05T22:52:00,74.43,South,Retail
2024-01-05T23:46:00,316.6,North,Online
2024-01-05T23:53:00,133.53,South,Online
2024-01-06T00:09:00,85.04,West,Retail
2024-01-06T00:12:00,95.54,West,Retail
2024-01-06T00:21:00,229.27,South,Wholesale
2024-01-06T01:14:00,148.6,South,Retail
2024-01-06T01:32:00,88.52,North,Online
2024-01-06T01:37:00,158.6,East,Retail
2024-01-06T01:46:00,60.88,South,Retail
2024-01-06T02:16:00,320.68,South,Online
2024-01-06T02:40:00,102.35,West,Retail
2024-01-06T02:44:00,172.99,South,Online
2024-01-06T03:01:00,114.78,South,Online
2024-01-06T03:16:00,230.43,East,Online
2024-01-06T03:44:00,195.63,West,Online
2024-01-06T03:57:00,110.85,North,Retail
2024-01-06T04:02:00,84.24,East,Online
2024-01-06T05:08:00,52.57,South,Online
2024-01-06T05:14:00,68.74,South,Online
2024-01-06T05:31:00,181.92,East,Online
2024-01-06T05:40:00,109.72,West,Wholesale
2024-01-06T05:59:00,249.62,East,Online
2024-01-06T06:01:00,138.66,West,Online
2024-01-06T06:09:00,87.24,North,Retail
2024-01-06T07:10:00,62.89,West,Online
2024-01-06T08:49:00,140.76,West,Retail
2024-01-06T09:50:00,54.62,East,Online
2024-01-06T10:52:00,64.15,South,Wholesale
2024-01-06T11:06:00,211.21,North,Wholesale
2024-01-06T12:24:00,58.13,North,Retail
2024-01-06T12:50:00,401.29,South,Wholesale
2024-01-06T13:14:00,59.35,North,Retail
2024-01-06T13:46:00,60.74,North,Wholesale
2024-01-06T14:14:00,75.15,West,Wholesale
2024-01-06T14:15:00,69.94,South,Retail
2024-01-06T14:29:00,195.22,North,Online
2024-01-06T14:32:00,240.07,East,Online
2024-01-06T14:54:00,81.16,North,Online
2024-01-06T15:26:00,69.14,West,Retail
2024-01-06T15:36:00,183.11,East,Retail
2024-01-06T16:11:00,130.4,South,Online
2024-01-06T16:24:00,237.29,West,Retail
2024-01-06T16:39:00,163.95,East,Online
2024-01-06T16:40:00,92.41,North,Wholesale
2024-01-06T16:43:00,68.76,West,Online
2024-01-06T17:14:00,64.91,South,Retail
2024-01-06T17:53:00,147.31,West,Wholesale
2024-01-06T18:21:00,112.08,North,Online
2024-01-06T18:30:00,60.61,East,Retail
2024-01-06T18:50:00,89.77,South,Retail
2024-01-06T19:06:00,60.87,East,Online
2024-01-06T19:15:00,208.99,West,Retail
2024-01-06T19:31:00,327.09,West,Retail
2024-01-06T19:46:00,55.43,East,Wholesale
2024-01-06T20:07:00,224.48,East,Wholesale
2024-01-06T20:17:00,109.61,South,Retail
2024-01-06T20:23:00,138.59,West,Retail
2024-01-06T21:53:00,132.26,North,Online
2024-01-06T22:25:00,107.55,South,Retail
2024-01-06T22:31:00,49.5,East,Retail
2024-01-06T23:19:00,464.94,North,Retail
2024-01-06T23:40:00,127.88,North,Online
2024-01-06T23:44:00,79.15,East,Retail
2024-01-06T23:49:00,129.61,North,Wholesale
2024-01-07T00:40:00,186.3,North,Online
2024-01-07T00:43:00,138.26,West,Online
2024-01-07T01:17:00,81.1,North,Online
2024-01-07T01:34:00,82.19,North,Online
2024-01-07T01:38:00,91.64,South,Online
2024-01-07T01:45:00,117.91,North,Wholesale
2024-01-07T01:49:00,81.23,West,Retail
2024-01-07T03:14:00,200.24,East,Wholesale
2024-01-07T03:20:00,65.91,North,Retail
2024-01-07T04:03:00,221.26,South,Wholesale
2024-01-07T04:19:00,319.04,West,Wholesale
2024-01-07T04:32:00,49.91,North,Wholesale
2024-01-07T05:45:00,99.04,West,Retail
2024-01-07T06:09:00,179.88,North,Retail
2024-01-07T06:30:00,113.86,West,Wholesale
2024-01-07T06:55:00,64.85,North,Retail
2024-01-07T07:11:00,70.89,West,Online
2024-01-07T07:24:00,130.44,South,Online
2024-01-07T07:28:00,232.39,West,Retail
2024-01-07T07:46:00,48.84,West,Online
2024-01-07T07:47:00,271.97,South,Retail
2024-01-07T08:25:00,132.86,North,Wholesale
2024-01-07T08:36:00,49.69,West,Retail
2024-01-07T09:07:00,70.87,West,Online
2024-01-07T09:19:00,354.73,North,Retail
2024-01-07T09:28:00,60.49,South,Retail
2024-01-07T09:32:00,61.28,East,Retail
2024-01-07T10:06:00,193.97,East,Retail
2024-01-07T10:09:00,71.75,South,Retail
2024-01-07T10:09:00,63.12,East,Retail
2024-01-07T10:33:00,378.63,North,Retail
2024-01-07T10:34:00,140.65,West,Retail
2024-01-07T11:04:00,71.99,South,Online
2024-01-07T11:58:00,443.39,North,Retail
2024-01-07T12:10:00,118.34,North,Retail
2024-01-07T12:30:00,239.93,North,Wholesale
2024-01-07T12:40:00,234.23,South,Retail
2024-01-07T12:51:00,66.74,West,Retail
2024-01-07T12:54:00,112.61,South,Retail
2024-01-07T13:01:00,223.26,East,Online
2024-01-07T13:03:00,76.85,West,Online
2024-01-07T14:13:00,86.95,West,Wholesale
2024-01-07T14:24:00,89.99,West,Wholesale
2024-01-07T14:27:00,132.71,East,Retail
2024-01-07T14:36:00,186.05,West,Online
2024-01-07T15:13:00,125.2,North,Online
2024-01-07T15:29:00,70.95,East,Retail
2024-01-07T16:31:00,69.72,North,Wholesale
2024-01-07T16:34:00,104.91,West,Retail
2024-01-07T17:01:00,95.1,North,Online
2024-01-07T17:43:00,47.69,East,Wholesale
2024-01-07T20:14:00,92.41,North,Retail
2024-01-07T20:18:00,100.78,West,Online
2024-01-07T21:19:00,131.58,West,Online
2024-01-07T21:46:00,213.52,South,Online
2024-01-07T22:07:00,55.07,South,Online
2024-01-07T22:34:00,295.89,South,Online
2024-01-07T22:42:00,52.8,East,Wholesale
2024-01-07T22:43:00,48.8,South,Wholesale
2024-01-07T23:35:00,196.87,West,Retail
2024-01-07T23:43:00,232.48,West,Wholesale
2024-01-08T00:22:00,83.29,South,Online
2024-01-08T00:35:00,57.19,East,Retail
2024-01-08T01:07:00,106.08,North,Retail
2024-01-08T01:10:00,129.03,South,Online
2024-01-08T01:34:00,143.13,East,Online
2024-01-08T01:34:00,370.8,South,Retail
2024-01-08T01:37:00,159.43,North,Wholesale
2024-01-08T01:51:00,100.87,West,Retail
2024-01-08T02:06:00,198.67,East,Retail
2024-01-08T02:21:00,496.28,South,Retail
2024-01-08T02:40:00,140.58,South,Online
2024-01-08T03:17:00,265.6,East,Retail
2024-01-08T03:39:00,123.7,North,Online
2024-01-08T04:14:00,113.63,East,Wholesale
2024-01-08T04:19:00,206.39,West,Online
2024-01-08T04:21:00,69.15,North,Retail
2024-01-08T04:43:00,71.83,East,Online
2024-01-08T04:51:00,137.42,East,Retail
2024-01-08T05:02:00,75.98,West,Wholesale
2024-01-08T05:41:00,174.34,West,Wholesale
2024-01-08T05:51:00,47.24,South,Online
2024-01-08T06:03:00,200.9,North,Online
2024-01-08T06:15:00,106.67,West,Online
2024-01-08T06:31:00,197.92,North,Online
2024-01-08T06:39:00,128.05,North,Online
2024-01-08T07:20:00,104.2,West,Wholesale
2024-01-08T07:49:00,67.09,East,Retail
2024-01-08T07:56:00,138.69,East,Wholesale
2024-01-08T07:58:00,127.75,South,Online
2024-01-08T08:07:00,81.04,North,Wholesale
2024-01-08T08:14:00,60.77,North,Wholesale
2024-01-08T08:28:00,98.13,West,Online
2024-01-08T09:08:00,123.43,South,Online
2024-01-08T09:24:00,101.44,South,Online
2024-01-08T09:53:00,157.45,North,Wholesale
2024-01-08T10:01:00,58.51,West,Wholesale
2024-01-08T10:02:00,96.16,West,Retail
2024-01-08T10:14:00,87.65,South,Online
2024-01-08T10:38:00,53.67,West,Retail
2024-01-08T10:51:00,139.29,East,Wholesale
2024-01-08T11:00:00,48.31,East,Online
2024-01-08T11:46:00,112.28,North,Retail
2024-01-08T12:20:00,131.33,South,Retail
2024-01-08T12:22:00,58.55,West,Wholesale
2024-01-08T12:28:00,63.74,East,Wholesale
2024-01-08T12:34:00,222.23,South,Retail
2024-01-08T14:03:00,286.52,North,Online
2024-01-08T14:08:00,60.47,East,Wholesale
2024-01-08T15:11:00,274.54,North,Wholesale
2024-01-08T15:28:00,278.42,North,Retail
2024-01-08T15:41:00,96.67,South,Retail
2024-01-08T15:53:00,77.62,South,Online
2024-01-08T16:34:00,97.31,North,Wholesale
2024-01-08T16:55:00,146.54,North,Online
2024-01-08T18:04:00,98.19,East,Retail
2024-01-08T18:23:00,319.88,East,Online
2024-01-08T18:42:00,114.19,South,Online
2024-01-08T19:07:00,322.19,South,Retail
2024-01-08T19:17:00,134.11,North,Wholesale
2024-01-08T19:28:00,92.86,West,Retail
2024-01-08T19:54:00,55.97,North,Retail
2024-01-08T20:01:00,115.02,East,Online
2024-01-08T20:08:00,71.14,West,Retail
2024-01-08T20:17:00,47.83,North,Online
2024-01-08T20:19:00,52.21,South,Retail
2024-01-08T20:39:00,74.95,South,Wholesale
2024-01-08T20:41:00,317.55,North,Online
2024-01-08T20:53:00,120.79,South,Wholesale
2024-01-08T21:31:00,45.86,West,Retail
2024-01-08T22:23:00,53.83,North,Wholesale
2024-01-08T22:57:00,128.9,West,Wholesale
2024-01-09T01:52:00,191.17,North,Wholesale
2024-01-09T02:00:00,101.33,West,Wholesale
2024-01-09T02:12:00,138.14,East,Online
2024-01-09T02:25:00,103.21,North,Retail
2024-01-09T02:54:00,78.71,West,Retail
2024-01-09T03:03:00,153.26,South,Online
2024-01-09T03:29:00,106.92,East,Online
2024-01-09T03:38:00,290.12,East,Retail
2024-01-09T03:46:00,267.33,North,Retail
2024-01-09T03:55:00,141.47,South,Retail
2024-01-09T03:59:00,59.76,North,Online
2024-01-09T04:23:00,86.92,North,Wholesale
2024-01-09T04:32:00,85.32,West,Wholesale
2024-01-09T05:14:00,380.76,South,Wholesale
2024-01-09T05:46:00,184.7,South,Wholesale
2024-01-09T05:52:00,108.02,East,Wholesale
2024-01-09T06:21:00,124.11,East,Online
2024-01-09T07:01:00,137.33,South,Online
2024-01-09T07:38:00,146.65,North,Retail
2024-01-09T07:58:00,144.92,South,Retail
2024-01-09T08:01:00,51.05,East,Retail
2024-01-09T09:33:00,130.99,East,Online
2024-01-09T09:57:00,185.37,West,Online
2024-01-09T10:21:00,81.38,South,Wholesale
2024-01-09T11:41:00,80.34,South,Retail
2024-01-09T11:55:00,181.24,West,Retail
2024-01-09T12:05:00,116.86,West,Online
2024-01-09T12:17:00,165.61,South,Online
2024-01-09T13:18:00,187.01,South,Online
2024-01-09T13:38:00,166.44,East,Wholesale
2024-01-09T13:39:00,69.92,South,Wholesale
2024-01-09T13:59:00,189.18,West,Online
2024-01-09T14:10:00,152.88,North,Retail
2024-01-09T14:16:00,75.44,West,Retail
2024-01-09T14:24:00,67.44,West,Online
2024-01-09T14:47:00,55.37,East,Online
2024-01-09T15:04:00,439.45,North,Online
2024-01-09T15:12:00,238.42,North,Retail
2024-01-09T15:15:00,109.74,South,Wholesale
2024-01-09T15:31:00,63.71,West,Retail
2024-01-09T16:05:00,62.59,West,Wholesale
2024-01-09T17:51:00,211.63,North,Wholesale
2024-01-09T17:52:00,78.9,West,Wholesale
2024-01-09T18:04:00,115.57,North,Online
2024-01-09T18:22:00,256.61,North,Retail
2024-01-09T18:30:00,118.97,West,Wholesale
2024-01-09T18:45:00,83.67,North,Online
2024-01-09T18:52:00,241.55,East,Retail
2024-01-09T19:26:00,117.02,South,Wholesale
2024-01-09T20:03:00,197.78,South,Online
2024-01-09T20:09:00,172.42,West,Online
2024-01-09T20:11:00,62.11,North,Online
2024-01-09T20:12:00,433.49,South,Online
2024-01-09T20:17:00,179.16,North,Wholesale
2024-01-09T21:11:00,72.62,North,Retail
2024-01-09T21:44:00,315.38,South,Online
2024-01-09T21:51:00,162.7,South,Online
2024-01-09T22:05:00,610.87,West,Wholesale
2024-01-09T22:06:00,152.81,West,Online
2024-01-09T22:23:00,103.34,West,Online
2024-01-09T22:38:00,128.53,North,Online
2024-01-09T22:49:00,63.38,South,Online
2024-01-09T23:24:00,57.15,West,Online
2024-01-09T23:36:00,132.44,West,Retail
2024-01-09T23:42:00,286.91,West,Retail
2024-01-09T23:56:00,55.9,West,Retail
2024-01-10T00:05:00,134.84,East,Wholesale
2024-01-10T00:07:00,59.18,East,Wholesale
2024-01-10T00:55:00,228.51,West,Online
